,,Fission Density,FD std dev,Relative unc.,Fission Density_bu_1,FD std dev_bu_1,Relative unc._bu_1,Fission Density_bu_30,FD std dev_bu_30,Relative unc._bu_30,Fission Density_bu_70,FD std dev_bu_70,Relative unc._bu_70
5B,2,0.9974148212251152,0.0012040643027505348,0.0012071850920278026,0.997054410534354,0.0011955692821147767,0.001199101342397184,0.9963064548707912,0.0011574091908210693,0.0011616999821316735,0.9944098598566048,0.0012519265598849993,0.0012589643470203812
5B,3,0.4839812032669349,0.000624287124346964,0.0012898995252975658,0.4831366738512561,0.0006042331579106269,0.0012506464332216125,0.4828700761818554,0.0006451466197284072,0.0013360666803577954,0.4825998257879661,0.0007162199593169327,0.0014840866511866696
5B,4,0.9973374592780428,0.001113389477737934,0.0011163618365882893,0.9954054753525698,0.0010408985772895852,0.001045703085891608,0.9947482557258549,0.0012383689266010605,0.0012449068590700257,0.9953309966809302,0.0014059971163112475,0.0014125925154543975
5B,5,1.2419443409766473,0.001511393432684359,0.0012169574616329591,1.2430243271004389,0.0014722384253791961,0.0011844003317404387,1.24219061162401,0.0016206443813966069,0.0013046664225531506,1.239503578345157,0.0015445019712505468,0.0012460649555466302
6T,1,1.2588599797486504,0.0016432735724533065,0.001305366441771713,1.2612838855202335,0.0014216162947754516,0.0011271184156841,1.2620951130682403,0.0016553650855545402,0.0013116008994997481,1.2574073180868368,0.0014264339812587645,0.00113442474903765
6T,2,1.009085515848452,0.0011038456744176914,0.0010939069653472966,1.0098235611453643,0.0013299573467743801,0.001317019524941479,1.0138227429539224,0.0012468247908141135,0.0012298252327436507,1.0088745853615209,0.001238478294491102,0.0012275839955342956
6T,3,0.4889572008614759,0.0006433812448617324,0.0013158232330522642,0.4889066370708527,0.000562293478717823,0.0011501039995829205,0.4909180210356059,0.0006852929671402857,0.0013959417617113346,0.4882611825378979,0.0006652309642627908,0.0013624490089608069
6T,4,1.0085617892994487,0.0011849779460952488,0.0011749185411023151,1.0086928762236014,0.0012015191786775262,0.0011911645328316765,1.0103068665766315,0.001292249842634796,0.0012790666730926141,1.0080198418623816,0.0013429260454741634,0.0013322416778949718
6T,5,1.255991681160492,0.0014078415190589453,0.0011209003532237963,1.2556812102272357,0.0014563443623016304,0.001159804216579845,1.2534490822858697,0.0016083268830208873,0.0012831210343924302,1.2518997260013158,0.001688317053465118,0.0013486040602131606
6B,1,1.2971244179217838,0.0018043884239692665,0.0013910681188626507,1.3010938381156572,0.001509400034446728,0.0011601008245744641,1.3028391910220969,0.0016639457516029862,0.0012771689423140518,1.2936523959751738,0.0015880604151825226,0.0012275789231506967
6B,2,1.040031027209309,0.0014088135932547382,0.001354588042469247,1.0442951198838168,0.001238552832651312,0.0011860180221747155,1.044910697079387,0.001245255181294674,0.0011917335948184533,1.0396701169889748,0.001177754761922285,0.0011328158255940089
6B,3,0.5035895678212144,0.0006330308390762099,0.0012570372373181288,0.5054118517652029,0.0005201667686606051,0.0010291938482326227,0.5061210892313321,0.0006680258470806666,0.0013198933245307483,0.5028667091609209,0.0006297128728523978,0.0012522460950002664
6B,4,1.0400892038129446,0.0013437969053234208,0.0012920015902454234,1.0410786668633,0.0011522402582443256,0.0011067754002835808,1.0449979565096144,0.0013674737669243109,0.0013085898957083078,1.0387325230646496,0.0012283188690277711,0.001182517001974455
6B,5,1.2929034605143823,0.0015332148962522555,0.001185869589708009,1.296248953742135,0.0012973932977264093,0.001000882811886537,1.2994436255883877,0.0016129525747593622,0.0012412639863687953,1.2927717624557304,0.001500317878589411,0.0011605435098144695
